video_name,frame_idx,caption
video_0153.mp4,0,"As I drive down the road, I notice a group of parked cars on both sides of the street. The cars are of various colors and models, and some of them appear to be older than others. There is also a bus parked on the side of the road, which seems to be waiting for passengers. As I continue driving, I see a person walking on the sidewalk, carrying a backpack. They seem to be in no hurry and are simply strolling along the path. In the distance, I can see a few trees lining the edge of the road, providing a nice green backdrop to the urban environment. Overall, it appears to be a typical day in the city, with people going about their daily routines and enjoying the scenery around them. Pedestrian 0. The pedestrian in the image is standing still and appears to be waiting for something. There are no visible gestures or body language that suggest any imminent communication towards a vehicle. It is possible that they may be waiting for a bus or other form of public transportation, but there is not enough information in the image to determine their exact intentions."
video_0153.mp4,10,"As I drive down the road, I notice a narrow street lined with parked cars on both sides. The cars are of various colors and models, and they seem to be parked tightly together. There is also a truck parked on the side of the road. As I continue driving, I see a person walking on the sidewalk, and there is a bench nearby. I should be cautious while driving in this area due to the limited space and parked vehicles. I need to maintain a safe distance from the cars and be prepared for any sudden movements from pedestrians or other vehicles that may be parked or moving in and out of their parking spots. Pedestrian 0. The pedestrian in the image is standing still and appears to be waiting for something. They are not moving or gesturing towards the vehicle, so it is difficult to determine their intended communication towards a vehicle. It is possible that they are simply waiting for someone or something else, rather than trying to signal the driver of the vehicle."
video_0153.mp4,20,"As I drive down the road, I notice a narrow street lined with parked cars on both sides. The cars are of various colors and models, and they seem to be parked quite close together. There is also a truck parked on the side of the road. As I continue driving, I see a person riding a bike and another person walking on the sidewalk. I should be cautious and aware of my surroundings, as there are pedestrians and cyclists sharing the road with me. It's important to maintain a safe speed and be prepared for any sudden movements or obstacles that may arise. Pedestrian 0. Based on the image, it is difficult to determine the intended communication of the individual pedestrian towards a vehicle. The person is standing still and their body posture does not indicate any specific movement or gesture that would suggest they are trying to communicate with a vehicle. It is possible that they are simply waiting to cross the road or are just passing by. Without additional context or information, it is challenging to accurately interpret their intent. Pedestrian 1. The pedestrian in the image is standing still and appears to be waiting for a signal to cross the road. There are no visible gestures or body language that suggest any imminent movement towards the vehicle. Therefore, it can be inferred that the pedestrian's intended communication towards the vehicle is to wait until they receive the appropriate signal before crossing the road."
video_0153.mp4,30,"As I drive down the road, I notice a white van parked on the side of the street. There are also several cars parked along the curb, including a silver car and a black car. Additionally, there is a person riding a bicycle and another person walking on the sidewalk. I should be cautious and aware of pedestrians and cyclists while driving to ensure their safety and avoid any accidents. Pedestrian 0. Based on the image, it is difficult to determine the intended communication of the pedestrian towards a vehicle as there is no clear interaction between them. The pedestrian appears to be walking down the street with their arms at their sides and legs in a neutral position. There are no visible gestures or body language that suggest any specific intent towards a vehicle. Pedestrian 1. The pedestrian in the image is standing still with their arms at their sides and legs slightly apart. They are not making any specific gestures or movements that would indicate a clear intention to communicate towards a vehicle. It is difficult to determine their exact intent based solely on this information."
video_0153.mp4,40,"As I drive down the road, I notice a man standing on the sidewalk next to a white van. He appears to be loading or unloading something from the back of the van. There are also several parked cars along the street, including a silver car and a black car. The street itself is relatively narrow, with buildings on either side. As I continue driving, I should be cautious of pedestrians and other vehicles in the area, especially since there are people walking on the sidewalk. It's important to maintain a safe speed and be prepared for any sudden movements or obstacles that may arise. Pedestrian 0. Based on the image, it is difficult to determine the intended communication of the individual pedestrian towards a vehicle. The person appears to be standing still and not making any specific gestures that would indicate their intentions. It is possible that they are simply waiting to cross the road or are just passing by. Without additional context or information, it is challenging to accurately interpret their body language and infer their intended message towards a vehicle. Pedestrian 1. The pedestrian in the image is walking towards the camera, with their arms at their sides and their body facing forward. They appear to be moving at a normal pace and do not seem to be making any sudden movements or gestures that would indicate an intention to communicate with a vehicle. Based on this observation, it is likely that the pedestrian is simply walking along the sidewalk and does not have any specific intent towards the vehicle."
video_0153.mp4,50,"As I drive down the road, I notice a narrow street lined with parked cars on both sides. The cars are of various colors and models, and they seem to be parked quite close together. There is also a white van parked on the side of the road, and a man wearing a purple shirt is standing next to it. As I continue driving, I see another car parked on the side of the road, and there is a person walking on the sidewalk. I should be cautious while driving in this area, as the narrow street and parked cars may limit my visibility and maneuverability. It's important to drive slowly and carefully to avoid any accidents or collisions. Pedestrian 0. Based on the image, it is difficult to determine the intended communication of the pedestrian towards a vehicle as there is no vehicle present in the image. The pedestrian is standing still with their arms at their sides and legs slightly apart. There are no visible gestures or movements that suggest any particular intent."
video_0153.mp4,60,"As I drive down the road, I notice a man standing in the middle of the street. He appears to be waving at me. I should slow down and be cautious as he is standing in the roadway. It's important to assess the situation and determine if he needs assistance or if there is a potential hazard. Pedestrian 0. The pedestrian in the image appears to be gesturing towards a vehicle, possibly indicating a need for assistance or directing traffic. The person's body posture and hand movements suggest that they are trying to communicate with the driver of the car. It is difficult to determine the exact message being conveyed without additional context, but it seems likely that the pedestrian is trying to get the driver's attention or provide some form of guidance. Pedestrian 1. The pedestrian in the image is walking towards the camera, with their arms at their sides and their body facing forward. Based on their posture and movement cues, it appears that they intend to communicate their presence to any approaching vehicles. They are not performing any specific gestures or actions that would indicate a particular intention, such as crossing the road or signaling a turn. Therefore, it can be inferred that their primary intent is to alert drivers of their presence and ensure their safety while walking on the road."
video_0153.mp4,70,"As I drive down the road, I notice a man standing in front of a van. He appears to be in the process of loading or unloading something from the vehicle. The van is parked on the side of the road, and there are other cars parked nearby. It seems like a busy area with people going about their day. I should be cautious and aware of my surroundings, especially since there are pedestrians and vehicles around. I need to maintain a safe speed and be prepared to stop if necessary. Pedestrian 0. The pedestrian in the image is standing still and appears to be waiting for something or someone. There are no visible gestures or body language that suggest any imminent communication towards a vehicle. The pedestrian's posture and positioning do not indicate any immediate intention to cross the road or interact with passing vehicles. Pedestrian 1. The pedestrian in the image is walking towards the camera, with their arms at their sides and legs moving forward. Their body posture suggests that they are focused on their destination and not paying attention to their surroundings. Based on this observation, it can be inferred that the pedestrian may not be aware of the vehicle approaching them. It is important for drivers to remain vigilant and cautious when encountering pedestrians, especially those who may not be fully aware of their surroundings."
video_0153.mp4,80,"As I drive down the road, I notice a man standing on the sidewalk. He is wearing a purple shirt and appears to be waving at me. There are several parked cars on the side of the road, including a white van and a black car. The street is lined with houses and there is a hill in the background. I should be cautious and maintain a safe distance from the man on the sidewalk to avoid any potential accidents. Pedestrian 0. The pedestrian in the image is standing on the side of the road, with their arms outstretched and hands forming a ""stop"" gesture. This body language suggests that they are attempting to communicate a message to an approaching vehicle, likely indicating that they want the driver to stop or slow down. The pedestrian's stance and movement cues indicate a clear intention to halt the vehicle, and their position on the side of the road suggests that they are trying to communicate with the driver directly. Pedestrian 1. The pedestrian in the image is standing still with their arms at their sides and legs slightly apart. They are not making any specific gestures or movements that would indicate an intention to communicate towards a vehicle. Therefore, it can be inferred that they are simply walking down the road without any particular intent towards a vehicle."
video_0153.mp4,90,"As I drive down the road, I notice a man and a little girl walking on the sidewalk. The man is wearing a purple shirt and has a beard. He seems to be carrying something in his hand. The little girl is wearing a pink dress and appears to be following the man closely. There are also several parked cars on the side of the road, including a white van and a black car. I should be cautious and maintain a safe distance from the pedestrians to avoid any accidents. Pedestrian 0. The pedestrian in the image is walking towards the camera, with their arms at their sides and their body facing forward. They appear to be moving at a normal pace and do not seem to be making any sudden movements or gestures that would indicate an intention to communicate with a vehicle. Based on this observation, it can be inferred that the pedestrian's intent is simply to continue walking along the sidewalk and does not involve any interaction with a vehicle. Pedestrian 1. Based on the image, it is difficult to determine the intended communication of the individual pedestrian towards a vehicle as there is no clear indication of their body posture or movement cues. The image only shows a skeleton-like figure with colored lines and dots, which does not provide enough information to make an accurate interpretation."
