video_name,frame_idx,prompt_type,cosine,jaccard,bleu,meteor,rouge_l,bert
Idle,114,blank,0.3927251696586609,0.1111111111111111,0.004828608369134855,0.23255813953488372,0.16494845360824742,0.8531895279884338
Idle,114,determine,0.48301902413368225,0.12790697674418605,0.006709600972208151,0.2894831730769231,0.14754098360655737,0.8444064855575562
Idle,114,body,0.40954315662384033,0.029333333333333333,0.00323519478473232,0.12536873156342182,0.0498960498960499,0.8151512742042542
Idle,114,context,0.4911010265350342,0.1125,0.004302916466251939,0.2716960570636021,0.13725490196078433,0.8602197766304016
Idle,114,objective,0.6472514867782593,0.12643678160919541,0.006736265445287176,0.27732779508480443,0.15652173913043477,0.8547244668006897
Idle,122,blank,0.3541220426559448,0.125,0.01982197970519873,0.2752592840414854,0.21782178217821785,0.8483425974845886
Idle,122,determine,0.5256904363632202,0.10144927536231885,0.008907530052738092,0.24843340815563042,0.15217391304347827,0.846415102481842
Idle,122,body,0.43606680631637573,0.04824561403508772,0.005272859156973561,0.19553244200569198,0.07096774193548387,0.8295983076095581
Idle,122,context,0.502251923084259,0.15384615384615385,0.010237869503610934,0.3453166477057262,0.1590909090909091,0.8607476353645325
Idle,122,objective,0.6393865942955017,0.096,0.005449083627145391,0.2686583959265198,0.12121212121212122,0.8452461957931519
Idle,130,blank,0.39733171463012695,0.11940298507462686,0.005060454076656144,0.2181208053691275,0.14893617021276595,0.8466091156005859
Idle,130,determine,0.5173255801200867,0.1111111111111111,0.006295275673009761,0.27058426207362374,0.126984126984127,0.8411182165145874
Idle,130,body,0.3327440023422241,0.039525691699604744,0.0044477519065458625,0.14395393474088292,0.07250755287009063,0.8180757761001587
Idle,130,context,0.6318264007568359,0.16129032258064516,0.006170031539043551,0.2738740959894806,0.1728395061728395,0.871063768863678
Idle,130,objective,0.6980068683624268,0.1625,0.009310138435943369,0.3707622966882227,0.20560747663551404,0.8550515174865723
Idle,138,blank,0.3618730902671814,0.11267605633802817,0.004828608369134855,0.23255813953488372,0.16666666666666666,0.8488693237304688
Idle,138,determine,0.44593191146850586,0.03982300884955752,0.002751697260208147,0.1721899849559424,0.062111801242236024,0.8148766160011292
Idle,138,body,0.4075525403022766,0.07142857142857142,0.007206650813186752,0.22670368975903615,0.10909090909090909,0.8366629481315613
Idle,138,context,0.5659804344177246,0.10101010101010101,0.0035026270829233708,0.2697643097643097,0.12903225806451613,0.851545512676239
Idle,138,objective,0.5568797588348389,0.08783783783783784,0.003671660862517685,0.2696898190896345,0.08780487804878048,0.8394837975502014
Idle,146,blank,0.34720033407211304,0.11428571428571428,0.008998901289965153,0.2304620333906484,0.15053763440860216,0.8374922871589661
Idle,146,determine,0.5137628316879272,0.07236842105263158,0.003695240867306231,0.20100502512562818,0.10050251256281408,0.8282069563865662
Idle,146,body,0.4504951238632202,0.029177718832891247,0.0031990471300605157,0.13909224011713034,0.057494866529774126,0.8141553401947021
Idle,146,context,0.5697823762893677,0.088,0.004531953253543432,0.23097826086956522,0.10909090909090909,0.8454224467277527
Idle,146,objective,0.6433913707733154,0.0967741935483871,0.006364037606909632,0.2575278577688744,0.126984126984127,0.8404800891876221
Idle,154,blank,0.3972504436969757,0.11940298507462686,0.005060454076656144,0.2181208053691275,0.14893617021276595,0.8480945229530334
Idle,154,determine,0.4945126175880432,0.06870229007633588,0.0038014332147355613,0.1937984496124031,0.0851063829787234,0.8298595547676086
Idle,154,body,0.26738420128822327,0.02932551319648094,0.0030933694086536395,0.1238390092879257,0.043103448275862065,0.8096737265586853
Idle,154,context,0.6318264007568359,0.16129032258064516,0.006170031539043551,0.2738740959894806,0.1728395061728395,0.871063768863678
Idle,154,objective,0.6653316617012024,0.11428571428571428,0.00952741110691353,0.20477815699658702,0.1411764705882353,0.8539997339248657
Idle,162,blank,0.3974839448928833,0.11428571428571428,0.010211263463863605,0.24513196751568847,0.16666666666666666,0.8488669991493225
Idle,162,determine,0.5532208681106567,0.09482758620689655,0.012161116378414943,0.308312145137548,0.15757575757575756,0.8494443297386169
Idle,162,body,0.3777199387550354,0.06944444444444445,0.008011703629408099,0.20304568527918782,0.12682926829268293,0.8285561203956604
Idle,162,context,0.6252483129501343,0.10185185185185185,0.005337707410564663,0.2848705405082925,0.1379310344827586,0.8493636250495911
Idle,162,objective,0.6485390663146973,0.13253012048192772,0.007191811551086733,0.33356191222570536,0.12389380530973454,0.8544992208480835
Idle,170,blank,0.4170016646385193,0.11764705882352941,0.005060454076656144,0.2181208053691275,0.1702127659574468,0.8532264828681946
Idle,170,determine,0.5560648441314697,0.04564315352697095,0.002611967735201765,0.15564202334630353,0.06832298136645963,0.8124167323112488
Idle,170,body,0.3736116290092468,0.030821917808219176,0.0041657661878332095,0.13377926421404684,0.05911330049261084,0.8201256394386292
Idle,170,context,0.4389808773994446,0.08695652173913043,0.006364037606909632,0.2730743012951602,0.11864406779661017,0.8541368842124939
Idle,170,objective,0.5564095973968506,0.04697986577181208,0.003639844983313143,0.16666666666666669,0.08290155440414508,0.8306087851524353
Idle,178,blank,0.39182013273239136,0.0945945945945946,0.007865875418572421,0.24034111473036557,0.1553398058252427,0.8381937742233276
Idle,178,determine,0.47113150358200073,0.0891089108910891,0.005847091904844822,0.2513595258462666,0.10769230769230768,0.8416006565093994
Idle,178,body,0.3806406259536743,0.05970149253731343,0.0059089036005007,0.17489711934156377,0.09302325581395347,0.8252965807914734
Idle,178,context,0.5450308322906494,0.08823529411764706,0.005357656987495008,0.2518249905195298,0.13793103448275865,0.8624001741409302
Idle,178,objective,0.542722225189209,0.056338028169014086,0.0037365903194695117,0.18134715025906736,0.07650273224043716,0.8382832407951355
Stop + drive,87,blank,0.4110236167907715,0.1414141414141414,0.0038878973833079374,0.19848771266540643,0.12162162162162164,0.8440677523612976
Stop + drive,87,determine,0.39292460680007935,0.09523809523809523,0.004891943131682034,0.2346936026936028,0.10138248847926268,0.8328841924667358
Stop + drive,87,body,0.3570796251296997,0.06989247311827956,0.003955417011557997,0.18876115847182762,0.09230769230769231,0.831669807434082
Stop + drive,87,context,0.4602952003479004,0.10638297872340426,0.00665099622443476,0.13409961685823754,0.17266187050359713,0.8418152928352356
Stop + drive,87,objective,0.472105473279953,0.1044776119402985,0.011037856741657115,0.08421052631578947,0.10989010989010989,0.8452033400535583
Stop + drive,95,blank,0.45341047644615173,0.15476190476190477,0.009962955016182197,0.19138020868124675,0.14173228346456695,0.8509852886199951
Stop + drive,95,determine,0.29357194900512695,0.20689655172413793,0.012321967186170284,0.17526948148779342,0.20689655172413793,0.8610480427742004
Stop + drive,95,body,0.3716106414794922,0.06620209059233449,0.0028786555388710584,0.24185612146529564,0.08759124087591241,0.8207244277000427
Stop + drive,95,context,0.488395094871521,0.08,0.004715605625161669,0.18272425249169436,0.10138248847926266,0.8311935663223267
Stop + drive,95,objective,0.47974061965942383,0.12162162162162163,0.010329222874429908,0.11133603238866396,0.11650485436893204,0.8429967761039734
