video_name,frame_idx,cosine,jaccard,bleu,meteor,rouge_l,bert
man_0153,16,1.0000001192092896,1.0,0.1778279410038923,0.5,1.0,1.0
man_0153,24,0.9031117558479309,0.5172413793103449,0.2048723255866279,0.4902539564172674,0.5862068965517241,0.933188259601593
man_0153,32,0.8637640476226807,0.39473684210526316,0.05446254780014665,0.21210218950331947,0.36,0.8645584583282471
man_0153,24,0.9031117558479309,0.5172413793103449,0.2048723255866279,0.4902539564172674,0.5862068965517241,0.933188259601593
man_0153,32,0.8637640476226807,0.39473684210526316,0.05446254780014665,0.21210218950331947,0.36,0.8645584583282471
man_0153,48,0.9387873411178589,0.4888888888888889,0.367186020031037,0.7154170062483021,0.6666666666666667,0.940768837928772
man_0153,56,0.9112926721572876,0.4594594594594595,0.25579079540463395,0.6479536258948024,0.6956521739130435,0.9523742198944092
man_0153,64,0.9125205874443054,0.2894736842105263,0.15133857577968637,0.3862860813360633,0.6153846153846153,0.947973370552063
man_0153,72,0.9117343425750732,0.4772727272727273,0.29990469618806687,0.6114130434782609,0.6666666666666666,0.9517261981964111
man_0153,80,0.9533498287200928,0.425,0.24495639252908447,0.5738836888138713,0.6835443037974683,0.9589255452156067
man_0153,88,0.935279905796051,0.4117647058823529,0.34975899637016633,0.5737963108792928,0.711864406779661,0.9531378746032715
man_0153,96,0.919790506362915,0.4117647058823529,0.19657086789774678,0.5180697837317222,0.5555555555555555,0.922562301158905
man_0153,104,0.909428060054779,0.2916666666666667,0.14939176424819955,0.377704377222601,0.5977011494252874,0.9173722863197327
