video_name,frame_idx,prompt_type,cosine,jaccard,bleu,meteor,rouge_l,bert
Go forward,107,,0.40225949883461,0.1891891891891892,0.008151544081210053,0.17291066282420747,0.2333333333333333,0.8748255968093872
Go forward,115,,0.4438091516494751,0.13953488372093023,0.005274148464895966,0.08997429305912595,0.22580645161290325,0.8785428404808044
Go forward,123,,0.4917142689228058,0.16666666666666666,0.006059564114211884,0.14412416851441243,0.15789473684210525,0.8753976821899414
Go forward,131,,0.41489794850349426,0.08888888888888889,0.006491964545816428,0.10850494043771354,0.1492537313432836,0.855924129486084
Go forward,139,,0.5477213859558105,0.09259259259259259,0.0047575470115873205,0.1482213438735178,0.19277108433734938,0.8695691227912903
Go forward,147,,0.5219277143478394,0.11764705882352941,0.007798635874757035,0.13466212931453572,0.125,0.8742356896400452
Go forward,155,,0.5639397501945496,0.11904761904761904,0.0021443763740186324,0.1166735197368421,0.12121212121212122,0.8800215125083923
Go forward,163,,0.4917454421520233,0.09090909090909091,0.006888997350915292,0.1318189749528085,0.19512195121951217,0.875733494758606
Go forward,171,,0.45154619216918945,0.1590909090909091,0.011584199128353418,0.1238738738738739,0.2105263157894737,0.8727263808250427
Follow,36,,0.36474210023880005,0.10638297872340426,0.00023064015083087096,0.04739336492890995,0.14634146341463414,0.849882185459137
Follow,44,,0.26644065976142883,0.06818181818181818,1.7478133095102509e-06,0.024271844660194178,0.0810810810810811,0.861154317855835
Follow,52,,0.4018446207046509,0.1,0.0006042194064592545,0.06379585326953748,0.11904761904761905,0.8619840145111084
Follow,60,,0.556574285030365,0.18181818181818182,0.002936118597491614,0.10460251046025106,0.19607843137254902,0.8767980337142944
Follow,68,,0.4598032236099243,0.1568627450980392,0.003802054670445461,0.11230551327583291,0.15555555555555553,0.8701660633087158
Getting a cap,218,,0.5115218758583069,0.16666666666666666,0.0040326606316280185,0.1366120218579235,0.21176470588235294,0.886460542678833
Getting a cap,226,,0.5464352369308472,0.14545454545454545,0.0064585019953006355,0.1605495413822526,0.17582417582417584,0.8822157382965088
Getting a cap,234,,0.4218415319919586,0.10204081632653061,0.0013639242898747888,0.058333333333333334,0.15,0.8662220239639282
Getting a cap,242,,0.46785610914230347,0.09836065573770492,0.004036016794079981,0.08136094674556213,0.1188118811881188,0.8669008612632751
Getting a cap,250,,0.459514319896698,0.07692307692307693,0.008221236253775901,0.1026694045174538,0.14814814814814817,0.8775126934051514
