video_name,frame_idx,prompt,cosine,jaccard,bleu,meteor,rouge_l,bert
Idle,114,blank,0.8720834851264954,0.3125,0.2893841064391268,0.5627906976744185,0.5882352941176471,0.9295476675033569
Idle,114,determine,0.5159541368484497,0.12,0.010831003172855106,0.10603964960811434,0.23529411764705882,0.9065341353416443
Idle,114,bodyanalysis,0.7896795868873596,0.2727272727272727,0.19595728898826634,0.420584738434933,0.48,0.9169813990592957
Idle,114,context,0.6737418174743652,0.0967741935483871,0.007977495553938818,0.060483870967741944,0.1951219512195122,0.8899678587913513
Idle,114,objective,0.6196939945220947,0.09090909090909091,0.032586153876511995,0.06,0.13953488372093023,0.8867012858390808
Idle,122,blank,0.8890444040298462,0.43333333333333335,0.3387562718376491,0.589618389423077,0.5660377358490566,0.9367403388023376
Idle,122,determine,0.5245310068130493,0.12,0.010831003172855106,0.10603964960811434,0.23529411764705882,0.9020100831985474
Idle,122,bodyanalysis,0.7303832769393921,0.125,0.016558091921061197,0.12,0.27906976744186046,0.8955072164535522
Idle,122,context,0.6734718084335327,0.10714285714285714,0.009972441756665036,0.06147540983606557,0.21621621621621623,0.9050443172454834
Idle,122,objective,0.5770933628082275,0.06896551724137931,0.006344235127160769,0.0816326530612245,0.15789473684210525,0.8724858164787292
Idle,130,blank,0.7645907402038574,0.23684210526315788,0.16974144643195832,0.4971590909090909,0.4912280701754386,0.9171189665794373
Idle,130,determine,0.4994538426399231,0.11538461538461539,0.014489316792447604,0.10560146923783287,0.22857142857142856,0.8979895710945129
Idle,130,bodyanalysis,0.6306582689285278,0.1935483870967742,0.019595522686707136,0.1394422310756972,0.3111111111111111,0.8960266709327698
Idle,130,context,0.6458220481872559,0.1,0.006980705362777759,0.08130081300813008,0.15384615384615383,0.8773540258407593
Idle,130,objective,0.5508240461349487,0.03125,0.005304189045657985,0.04065040650406504,0.10256410256410256,0.8607041835784912
Idle,138,blank,0.7908147573471069,0.2727272727272727,0.14651224663000928,0.3977518374405534,0.44000000000000006,0.9201869368553162
Idle,138,determine,0.5577566623687744,0.07407407407407407,0.0034815095771907477,0.13042355371900827,0.1111111111111111,0.8809372782707214
Idle,138,bodyanalysis,0.8328810930252075,0.3333333333333333,0.11393439197009589,0.3300796812749005,0.45454545454545453,0.9081087112426758
Idle,138,context,0.6284765005111694,0.06896551724137931,0.005067324235626041,0.040983606557377046,0.10810810810810811,0.8835118412971497
Idle,138,objective,0.6022202968597412,0.13333333333333333,0.03039825781014336,0.1277834008097166,0.2,0.8891631960868835
Idle,146,blank,0.7810618877410889,0.19444444444444445,0.17004630721751066,0.3186538461538462,0.3773584905660377,0.9135532379150391
Idle,146,determine,0.5159541368484497,0.12,0.010831003172855106,0.10603964960811434,0.23529411764705882,0.9065341353416443
Idle,146,bodyanalysis,0.7839258909225464,0.14285714285714285,0.007931612624791619,0.10162601626016261,0.4,0.9100221991539001
Idle,146,context,0.5811928510665894,0.1724137931034483,0.014374448626129173,0.20692757534862802,0.25,0.9028480052947998
Idle,146,objective,0.5378297567367554,0.03571428571428571,0.0036267743195655057,0.041152263374485604,0.1111111111111111,0.8596625924110413
Reverse,79,blank,0.9207522869110107,0.5625,0.266627038001998,0.4961077844311377,0.6451612903225806,0.934699535369873
Reverse,79,determine,0.6560631990432739,0.3103448275862069,0.03329672326512731,0.259717868338558,0.3404255319148936,0.9069427847862244
Reverse,79,bodyanalysis,0.8921140432357788,0.22580645161290322,0.013473201103691263,0.21508487654320987,0.44000000000000006,0.9046540260314941
Reverse,79,context,0.543489933013916,0.18181818181818182,0.02014713484955313,0.1332465277777778,0.25,0.8918678760528564
Reverse,79,objective,0.5992613434791565,0.15151515151515152,0.019223872140253728,0.13981191222570533,0.25531914893617025,0.8803221583366394
Reverse,87,blank,0.9697120189666748,0.45161290322580644,0.2173718728231823,0.48941974980037267,0.6428571428571429,0.9382331371307373
