video_name,frame_idx,prompt_type,cosine
Idle,114,blank,0.4267120659351349
Idle,114,determine,0.3344227075576782
Idle,114,body,0.616037130355835
Idle,114,context,0.49197447299957275
Idle,114,objective,0.49197447299957275
Idle,122,blank,0.3077799379825592
Idle,122,determine,0.4682989716529846
Idle,122,body,0.6197961568832397
Idle,122,context,0.4550832509994507
Idle,122,objective,0.4550832509994507
Idle,130,blank,0.2563902735710144
Idle,130,determine,0.5649322271347046
Idle,130,body,0.659974992275238
Idle,130,context,0.5042273998260498
Idle,130,objective,0.5042273998260498
Idle,138,blank,0.4267120659351349
Idle,138,determine,0.34331393241882324
Idle,138,body,0.6635189652442932
Idle,138,context,0.43496429920196533
Idle,138,objective,0.49197447299957275
Idle,146,blank,0.3077799379825592
Idle,146,determine,0.4900766611099243
Idle,146,body,0.6761296987533569
Idle,146,context,0.4900766611099243
Idle,146,objective,0.4900766611099243
Idle,154,blank,0.47542932629585266
Idle,154,determine,0.40359002351760864
Idle,154,body,0.659974992275238
Idle,154,context,0.593163788318634
Idle,154,objective,0.5042273998260498
Idle,162,blank,0.4267120659351349
Idle,162,determine,0.3621261715888977
Idle,162,body,0.6482563614845276
Idle,162,context,0.43496429920196533
Idle,162,objective,0.49197447299957275
Idle,170,blank,0.3077799379825592
Idle,170,determine,0.4900766611099243
Idle,170,body,0.6695119142532349
Idle,170,context,0.4900766611099243
Idle,170,objective,0.4550832509994507
Idle,178,blank,0.47542932629585266
Idle,178,determine,0.4095318615436554
Idle,178,body,0.6586346626281738
Idle,178,context,0.593163788318634
Idle,178,objective,0.593163788318634
Stop + pass,51,blank,0.42879605293273926
Stop + pass,51,determine,0.5100249648094177
Stop + pass,51,body,0.502326250076294
Stop + pass,51,context,0.44580698013305664
Stop + pass,51,objective,0.0823570191860199
Stop + pass,59,blank,0.4210786521434784
Stop + pass,59,determine,0.6078637838363647
Stop + pass,59,body,0.5813766121864319
Stop + pass,59,context,0.6078637838363647
Stop + pass,59,objective,0.21602074801921844
Stop + pass,67,blank,0.2326115071773529
Stop + pass,67,determine,0.5403028726577759
Stop + pass,67,body,0.5557731986045837
Stop + pass,67,context,0.46959710121154785
Stop + pass,67,objective,0.07273443788290024
Stop + pass,75,blank,0.5012843608856201
Stop + pass,75,determine,0.5597735643386841
Stop + pass,75,body,0.3886054754257202
Stop + pass,75,context,0.5597735643386841
Stop + pass,75,objective,0.2331661581993103
Stop + pass,83,blank,0.4092797636985779
Stop + pass,83,determine,0.657586932182312
Stop + pass,83,body,0.5858609676361084
Stop + pass,83,context,0.657586932182312
Stop + pass,83,objective,0.657586932182312
Stop + pass,91,blank,0.34574615955352783
Stop + pass,91,determine,0.4794687330722809
Stop + pass,91,body,0.5203765630722046
Stop + pass,91,context,0.4760560691356659
Stop + pass,91,objective,0.4760560691356659
Stop + pass,99,blank,0.37810182571411133
Stop + pass,99,determine,0.4132223129272461
Stop + pass,99,body,0.5508440732955933
Stop + pass,99,context,0.4132223129272461
Stop + pass,99,objective,0.4132223129272461
Go left,89,blank,0.3514895439147949
Go left,89,determine,0.4548563063144684
Go left,89,body,0.5254299640655518
Go left,89,context,0.4918742775917053
Go left,89,objective,0.4971957206726074
Go left,97,blank,0.3300315737724304
Go left,97,determine,0.3485008478164673
Go left,97,body,0.3726097345352173
Go left,97,context,0.4851549565792084
Go left,97,objective,0.34295499324798584
Go left,105,blank,0.0503389872610569
Go left,105,determine,0.36652350425720215
Go left,105,body,0.40983647108078003
Go left,105,context,0.4941502809524536
Go left,105,objective,0.3794950842857361
Go left,113,blank,0.32823216915130615
Go left,113,determine,0.40734994411468506
Go left,113,body,0.48772957921028137
Go left,113,context,0.4777410924434662
Go left,113,objective,0.49062713980674744
Go left,121,blank,0.3826104402542114
Go left,121,determine,0.5036284923553467
Go left,121,body,0.6014636158943176
Go left,121,context,0.5219306945800781
Go left,121,objective,0.4760589599609375
Go left,129,blank,0.3336862623691559
Go left,129,determine,0.5915135145187378
Go left,129,body,0.6012591123580933
Go left,129,context,0.6263749003410339
Go left,129,objective,0.593215823173523
Go left,137,blank,0.16396865248680115
Go left,137,determine,0.5124226808547974
Go left,137,body,0.5950818657875061
Go left,137,context,0.4951452910900116
Go left,137,objective,0.6433979868888855
Go left,145,blank,0.3994627594947815
Go left,145,determine,0.6448827385902405
Go left,145,body,0.5593125820159912
Go left,145,context,0.5798192620277405
Go left,145,objective,0.5798192620277405
Go left,153,blank,0.4930373728275299
Go left,153,determine,0.5289074182510376
Go left,153,body,0.6122244596481323
Go left,153,context,0.6190415024757385
Go left,153,objective,0.5845801830291748
Go left,161,blank,0.10978125035762787
Go left,161,determine,0.342166543006897
Go left,161,body,0.46000051498413086
Go left,161,context,0.39784616231918335
Go left,161,objective,0.38872775435447693
Go left,169,blank,0.42218559980392456
Go left,169,determine,0.5236602425575256
Go left,169,body,0.5822407007217407
Go left,169,context,0.5055994987487793
Go left,169,objective,0.5096526741981506
Go left,177,blank,0.3560777008533478
Go left,177,determine,0.41200166940689087
Go left,177,body,0.4490051865577698
Go left,177,context,0.4175522029399872
Go left,177,objective,0.4091818928718567
Go left,185,blank,0.3872394561767578
Go left,185,determine,0.5638684034347534
Go left,185,body,0.545089602470398
Go left,185,context,0.5481165647506714
Go left,185,objective,0.5788026452064514
Go left,193,blank,0.3045729398727417
Go left,193,determine,0.5244170427322388
Go left,193,body,0.5678774118423462
Go left,193,context,0.6060851812362671
Go left,193,objective,0.6202663779258728
Go left,201,blank,0.11253616213798523
Go left,201,determine,0.4901110529899597
Go left,201,body,0.5287344455718994
Go left,201,context,0.5121315717697144
Go left,201,objective,0.5789958834648132
Stop + drive,87,blank,0.30774569511413574
Stop + drive,87,determine,0.3234127163887024
Stop + drive,87,body,0.3825709819793701
Stop + drive,87,context,0.3930783271789551
Stop + drive,87,objective,0.47095805406570435
Stop + drive,95,blank,0.2856793701648712
Stop + drive,95,determine,0.5598592758178711
Stop + drive,95,body,0.4689714014530182
Stop + drive,95,context,0.5598592758178711
Stop + drive,95,objective,0.5598592758178711
Stop + drive,103,blank,0.4685205817222595
Stop + drive,103,determine,0.5598592758178711
Stop + drive,103,body,0.45290982723236084
