video_name,frame_id,pedestrian_id,gesture_label_id,x1,y1,x2,y2
video_01.MP4,19,1,0,0.924853769938151,0.022185488100405,0.9994909922281902,0.9801903618706598
video_01.MP4,20,1,0,0.902212651570638,0.0202454672919379,0.9994192123413086,0.9801581488715276
video_01.MP4,21,1,0,0.8854508717854818,0.0097269738162005,0.9994869232177734,0.9796724672670718
video_01.MP4,22,1,0,0.8630139668782552,0.0122290028466118,0.9934340794881183,0.9740813078703704
video_01.MP4,23,1,0,0.8532101313273112,0.0119525150016502,0.9934810002644856,0.974938060619213
video_01.MP4,24,1,0,0.8501263936360677,0.0110422178551002,0.994293467203776,0.9783690275969328
video_01.MP4,25,1,0,0.8466954549153646,0.0103495809766981,0.995956548055013,0.98378827130353
video_01.MP4,26,1,0,0.8431243260701498,0.0065670914120144,0.9958045959472656,0.9883232964409724
video_01.MP4,27,1,0,0.8371779123942057,0.0051721131360089,0.9943798065185548,0.9925564236111112
video_01.MP4,28,1,0,0.8334328969319661,0.0093426554291336,0.9927831013997396,0.985382193106192
video_01.MP4,29,1,0,0.832371203104655,0.0112154572098343,0.9923666000366212,0.9812802915219908
video_01.MP4,30,1,0,0.8280812581380208,0.0034219896351849,1.0,0.9886131004050924
video_01.MP4,31,1,0,0.8244685490926107,0.0016890022489759,1.0,0.991224952980324
video_01.MP4,32,1,0,0.81811097462972,0.0038943992720709,1.0,0.9907614248770256
video_01.MP4,33,1,0,0.8023125330607096,0.0036599260789376,0.9961954116821288,0.9854165536385996
video_01.MP4,34,1,0,0.7792962392171224,0.0011746324874736,0.9935310999552408,0.9777216028284144
video_01.MP4,35,1,0,0.7581637700398763,0.0013573609016559,0.992864481608073,0.9756996437355324
video_01.MP4,36,1,0,0.7336677551269531,0.0031146892794856,0.9915324529012044,0.9778658266420718
video_01.MP4,37,1,0,0.7131003061930339,0.0062734833470097,0.991411590576172,0.979868797019676
video_01.MP4,38,1,0,0.691607920328776,0.013576223232128,0.9915315628051756,0.984970544885706
video_01.MP4,39,1,0,0.6711947123209635,0.0279636065165201,0.9906777699788412,0.9875874837239584
video_01.MP4,40,1,0,0.6496569951375325,0.042808652807165,0.9899490356445312,0.9903856065538196
video_01.MP4,41,1,0,0.6301586151123046,0.0592221083464445,0.9894495646158854,0.9919993082682292
video_01.MP4,42,1,0,0.6098133087158203,0.079960498103389,0.989348538716634,0.9936625162760416
video_01.MP4,43,1,0,0.5934437433878581,0.0941457041987666,0.9900562286376952,0.9920041684751156
video_01.MP4,44,1,0,0.5755717595418294,0.1036095513237847,0.9758265177408856,0.9897898356119792
video_01.MP4,45,1,0,0.5613562266031901,0.1137141828183774,0.9561742782592774,0.9874527542679398
video_01.MP4,46,1,0,0.5476072947184245,0.1167166957148799,0.93476988474528,0.9853592484085648
video_01.MP4,47,1,0,0.5366241455078125,0.113482630694354,0.9149389902750652,0.9849703188295718
video_01.MP4,48,1,0,0.5273626963297526,0.1090689129299587,0.9006973266601562,0.9875640869140624
video_01.MP4,49,1,0,0.5204605420430501,0.1084957122802734,0.8872107823689779,0.9894386574074074
video_01.MP4,50,1,0,0.5138113975524903,0.1093564422042281,0.8765857696533204,0.9907486527054398
video_01.MP4,51,1,0,0.5079668998718262,0.1142606452659324,0.8710890452067057,0.9928554958767362
video_01.MP4,52,1,0,0.5043958981831869,0.1217855524133752,0.8666140874226888,0.9942159016927083
video_01.MP4,53,1,0,0.5024036407470703,0.1238303855613426,0.8623240152994792,0.995641185619213
video_01.MP4,54,1,0,0.5009151458740234,0.1278262809470847,0.8556570053100586,0.9946841769748264
video_01.MP4,55,1,0,0.4997669855753581,0.1330188751220703,0.8482417424519857,0.994560072157118
video_01.MP4,56,1,0,0.4996444702148437,0.1415409088134765,0.8409886042277018,0.9946391918041088
video_01.MP4,57,1,0,0.4993748029073079,0.1485093434651692,0.8360828399658203,0.9946102566189235
video_01.MP4,58,1,0,0.5001750310262044,0.1530408647325303,0.8358222961425781,0.9951131184895832
video_01.MP4,59,1,0,0.5015593528747558,0.1599146525065104,0.8376526514689128,0.9954696090133102
video_01.MP4,60,1,0,0.5029382069905599,0.1685119205050998,0.8391239802042644,0.9946732132523148
video_01.MP4,143,1,0,0.7123402277628581,0.2138778121383102,0.996825663248698,0.9733629014756944
video_01.MP4,144,1,0,0.7302727381388346,0.3106766877350984,0.9960473378499348,0.9733806468822338
video_01.MP4,145,1,0,0.7493202845255534,0.3431104589391637,0.9954444249471028,0.973135828088831
video_01.MP4,146,1,0,0.7659283320109049,0.3567847075285735,0.99536927541097,0.9755560980902778
video_01.MP4,147,1,0,0.7717007954915365,0.3685609888147425,0.9889346440633138,0.977605296947338
video_01.MP4,148,1,0,0.7898398717244466,0.378024744104456,0.9939313252766928,0.977142447012442
video_01.MP4,149,1,0,0.8021068572998047,0.3918796680591724,0.9953369140625,0.9782735188802084
video_01.MP4,150,1,0,0.8048720041910807,0.4402092545120804,0.9924054463704428,0.9836675573278356
video_01.MP4,61,1,2,0.5041182518005372,0.1762456823278356,0.8389032363891602,0.9924653229890046
video_01.MP4,62,1,2,0.5057098070780436,0.1810274901213469,0.8356958389282226,0.9915967022931136
video_01.MP4,63,1,2,0.5080944061279297,0.1820841188783999,0.831253178914388,0.9910568802445024
video_01.MP4,64,1,2,0.509882100423177,0.1792263737431279,0.8247909545898438,0.9895112214265046
video_01.MP4,65,1,2,0.5121971130371094,0.1713824378119574,0.818635622660319,0.9897017867476852
video_01.MP4,66,1,2,0.5124300638834636,0.1648390028211805,0.8170974731445313,0.9897423638237848
video_01.MP4,67,1,2,0.5112667083740234,0.1633304595947265,0.8163921356201171,0.9886245162398728
video_01.MP4,68,1,2,0.508565616607666,0.1612039919252748,0.817970085144043,0.9900247079354746
video_01.MP4,69,1,2,0.5028413454691569,0.1614258095070168,0.8162571589152018,0.9933868408203124
video_01.MP4,70,1,2,0.4967109362284342,0.1634879218207465,0.8116289774576823,0.9930138481987848
video_01.MP4,71,1,2,0.4890331586201986,0.1675720356128834,0.8028348286946615,0.9926751030815972
video_01.MP4,72,1,2,0.4828007380167643,0.1710543455900969,0.7926575342814127,0.9935578522858796
video_01.MP4,73,1,2,0.4763139406840006,0.1742774822093822,0.7851410547892252,0.9939980966073496
video_01.MP4,74,1,2,0.4709474563598633,0.180594324182581,0.7802834828694661,0.9943949381510416
video_01.MP4,75,1,2,0.4660228729248047,0.1852690096254702,0.7771593729654948,0.9949658429181134
video_01.MP4,76,1,2,0.460999870300293,0.1918549572979962,0.7734524408976237,0.9956863968460647
video_01.MP4,77,1,2,0.4574923197428385,0.1979079352484809,0.7691355387369792,0.9966279206452546
video_01.MP4,78,1,2,0.4542675654093424,0.205787432635272,0.7624763488769531,0.996597742151331
video_01.MP4,79,1,2,0.4508735656738281,0.2094007138852719,0.754762840270996,0.9954540111400464
video_01.MP4,80,1,2,0.4482289314270019,0.2079901236074942,0.7497486114501953,0.9956937436704284
video_01.MP4,81,1,2,0.4473924318949381,0.2073458212393301,0.7427969614664713,0.9953369140625
video_01.MP4,82,1,2,0.4456110000610351,0.2044415933114511,0.7382473627726237,0.995020548502604
video_01.MP4,83,1,2,0.4421497027079264,0.2040445963541666,0.7340790430704752,0.9918730559172454
video_01.MP4,84,1,2,0.4408457438151041,0.2046966552734375,0.7315089543660481,0.9928445321542244
video_01.MP4,85,1,2,0.4394881884256998,0.2044365635624638,0.727109146118164,0.9931618019386574
