video_name,frame_idx,prompt_type,caption
video_18,0,8,8,blank,A car is driving down a road.
video_18,0,8,8,determine,The pedestrian is waving their hand.
video_18,0,8,8,body,The pedestrian is walking across the street.
video_18,0,8,8,context,The pedestrian is making a stop gesture.
video_18,0,8,8,objective,The pedestrian is making a stop gesture.
video_18,144,152,8,blank,A car is waiting at a red light.
video_18,144,152,8,determine,The pedestrian is making a stop gesture.
video_18,144,152,8,body,"The pedestrian is wearing a yellow safety vest and is standing near the white utility truck. The person appears to be stationary, possibly directing traffic or assisting with some activity related to the truck's presence at the intersection."
video_18,144,152,8,context,The pedestrian is making a stop gesture.
video_18,144,152,8,objective,The pedestrian is making a stop gesture.
video_18,288,296,8,blank,A man in a yellow vest is directing traffic at an intersection.
video_18,288,296,8,determine,The pedestrian is pointing to the right.
video_18,288,296,8,body,"The pedestrian is wearing a yellow vest and black pants, standing on the right side of the road near a white police vehicle. Initially still, he begins to walk towards the left side while gesturing with his hands as if directing traffic or communicating with someone off-camera. His movements are deliberate and purposeful, indicating active engagement in managing the flow around him."
video_18,288,296,8,context,The pedestrian is making a stop gesture.
video_18,288,296,8,objective,The pedestrian is making a stop gesture.
video_18,432,440,8,blank,A man is standing in the middle of a crosswalk directing traffic.
video_18,432,440,8,determine,The pedestrian is making a stop gesture.
video_18,432,440,8,body,"The pedestrian is a man wearing a high-visibility vest and a cap. He is standing on the sidewalk, facing the road. His body posture suggests he is directing traffic or pedestrians. The man's movements are minimal; he appears to be stationary while gesturing with his right hand, possibly signaling for vehicles to stop or proceed."
video_18,432,440,8,context,The pedestrian is making a stop gesture.
video_18,432,440,8,objective,The pedestrian is making a stop gesture.
video_05,0,8,8,blank,A car is driving down a road and stops at an intersection.
video_05,0,8,8,determine,The pedestrian is crossing the street.
video_05,0,8,8,body,"The pedestrian is walking steadily across the street, maintaining a consistent pace as they cross from one side to the other."
video_05,0,8,8,context,The pedestrian is making a stop gesture.
video_05,0,8,8,objective,The pedestrian is making a stop gesture.
video_05,144,152,8,blank,"The video shows a person standing in the middle of an intersection, directing traffic."
video_05,144,152,8,determine,The pedestrian is standing still.
video_05,144,152,8,body,"The pedestrian is standing in the middle of the road, facing the camera. They are wearing a high-visibility vest and appear to be directing traffic or waiting for vehicles to pass. The person's body posture suggests they are stationary, with their arms possibly outstretched to guide drivers."
video_05,144,152,8,context,The pedestrian is making a stop gesture.
video_05,144,152,8,objective,The pedestrian is making a stop gesture.
video_05,288,296,8,blank,A man is standing in the middle of a street directing traffic.
video_05,288,296,8,determine,The pedestrian is making a stop gesture.
video_05,288,296,8,body,"The pedestrian is standing in the middle of a crosswalk, facing the traffic light. The person appears to be stationary and waiting for the signal to change before crossing the street."
video_05,288,296,8,context,The pedestrian is making a stop gesture.
video_05,288,296,8,objective,The pedestrian is making a stop gesture.
video_05,432,440,8,blank,A man is standing in the middle of a crosswalk directing traffic.
video_05,432,440,8,determine,The pedestrian is making a stop gesture.
video_05,432,440,8,body,"The pedestrian is a man wearing a high-visibility vest. He is standing in the middle of an intersection, directing traffic with his arms and hands. His body posture indicates that he is actively gesturing to control the flow of vehicles."
video_05,432,440,8,context,The pedestrian is making a stop gesture.
video_05,432,440,8,objective,The pedestrian is making a stop gesture.
video_05,576,584,8,blank,A man is standing in the middle of a crosswalk.
video_05,576,584,8,determine,The pedestrian is holding up his hand.
video_05,576,584,8,body,"The pedestrian is standing in the middle of a crosswalk, wearing a high-visibility vest. The person appears to be stationary and looking around, possibly waiting for traffic signals or observing their surroundings."
video_05,576,584,8,context,The pedestrian is making a stop gesture.
video_05,576,584,8,objective,The pedestrian is making a stop gesture.
video_05,720,728,8,blank,"A man is standing in the middle of a crosswalk, directing traffic."
video_05,720,728,8,determine,The pedestrian is waving his hand.
video_05,720,728,8,body,"The pedestrian is a man wearing a green uniform and a reflective vest. He is standing at the crosswalk, waiting for the traffic light to change. His body posture indicates that he is stationary and attentive to the surroundings."
video_05,720,728,8,context,The pedestrian is making a stop gesture.
video_05,720,728,8,objective,The pedestrian is making a stop gesture.
video_05,864,872,8,blank,A car is stopped at a red light while an officer stands in the street.
video_05,864,872,8,determine,The pedestrian is making a stop gesture.
video_05,864,872,8,body,"The pedestrian is standing still at the crosswalk, waiting for the traffic light to change."
video_05,864,872,8,context,The pedestrian is making a stop gesture.
video_05,864,872,8,objective,The pedestrian is making a stop gesture.
video_05,1008,1016,8,blank,A car is driving through an intersection while a person stands in the middle of it.
video_05,1008,1016,8,determine,The pedestrian is making a stop gesture.
video_05,1008,1016,8,body,"The pedestrian is a man wearing a green vest and black pants. He is standing on the sidewalk, facing the traffic light. His body posture suggests he is waiting for the signal to change before crossing the street."
video_05,1008,1016,8,context,The pedestrian is making a stop gesture.
video_05,1008,1016,8,objective,The pedestrian is making a stop gesture.
video_05,1152,1160,8,blank,A car is driving through an intersection while a person directs traffic.
video_05,1152,1160,8,determine,The pedestrian is making a stop gesture.
video_05,1152,1160,8,body,"The pedestrian is standing still at the crosswalk, waiting for the traffic light to change."
video_05,1152,1160,8,context,The pedestrian is making a stop gesture.
video_05,1152,1160,8,objective,The pedestrian is making a stop gesture.
video_05,1296,1304,8,blank,A car is driving through an intersection.
video_05,1296,1304,8,determine,The pedestrian is crossing the street.
video_05,1296,1304,8,body,"The pedestrian is standing still at the crosswalk, facing the traffic light."
video_05,1296,1304,8,context,The pedestrian is making a stop gesture.
video_05,1296,1304,8,objective,The pedestrian is making a stop gesture.
video_05,1440,1448,8,blank,A car is driving through an intersection while a traffic officer stands in the middle of it.
video_05,1440,1448,8,determine,The pedestrian is standing still.
video_05,1440,1448,8,body,"The pedestrian is standing still at the crosswalk, wearing a high-visibility vest."
video_05,1440,1448,8,context,The pedestrian is making a stop gesture.
video_05,1440,1448,8,objective,The pedestrian is making a stop gesture.
video_05,1584,1592,8,blank,A car is driving through an intersection.
video_05,1584,1592,8,determine,The pedestrian is crossing the street.
video_05,1584,1592,8,body,"The pedestrian is wearing a high-visibility vest and standing on the sidewalk near the traffic light. The person appears to be stationary, possibly waiting for the signal to change or observing the vehicles passing by."
video_05,1584,1592,8,context,The pedestrian is making a stop gesture.
video_05,1584,1592,8,objective,The pedestrian is making a stop gesture.
video_05,1728,1736,8,blank,A man is directing traffic at an intersection.
video_05,1728,1736,8,determine,The pedestrian is waving his hand.
video_05,1728,1736,8,body,"The pedestrian is a man wearing a high-visibility vest. He is standing on the side of the road, near the traffic light. His body posture suggests he is directing or controlling traffic."
video_05,1728,1736,8,context,The pedestrian is making a stop gesture.
video_05,1728,1736,8,objective,The pedestrian is making a stop gesture.
video_05,1872,1880,8,blank,A man in a safety vest is directing traffic at an intersection.
video_05,1872,1880,8,determine,The pedestrian is crossing the street.
video_05,1872,1880,8,body,"The pedestrian, dressed in a black jacket and pants with a yellow reflective vest over the top, walks steadily across the crosswalk. He maintains an upright posture as he approaches the other side of the street before turning left onto another road."
video_05,1872,1880,8,context,The pedestrian is making a stop gesture.
video_05,1872,1880,8,objective,The pedestrian is making a stop gesture.
video_05,2016,2024,8,blank,A car is driving down a road.
video_05,2016,2024,8,determine,The pedestrian is making a peace sign with their hand.
video_05,2016,2024,8,body,"The pedestrian is walking on the sidewalk, moving forward with a steady pace. Their body posture suggests they are in motion, likely heading towards their destination."
video_05,2016,2024,8,context,The pedestrian is making a stop gesture.
video_05,2016,2024,8,objective,No gesture
video_14,0,8,8,blank,A car is driving down a street.
video_14,0,8,8,determine,The pedestrian is waving their hand.
video_14,0,8,8,body,"The pedestrian is walking on the sidewalk to the right of the road, moving forward at a steady pace."
video_14,0,8,8,context,The pedestrian is making a stop gesture.
video_14,0,8,8,objective,The pedestrian is making a stop gesture.
video_14,144,152,8,blank,A car is driving down a street.
video_14,144,152,8,determine,The pedestrian is making a stop gesture.
video_14,144,152,8,body,"The pedestrian is wearing a yellow safety vest and black pants, standing still on the sidewalk."
video_14,144,152,8,context,The pedestrian is making a stop gesture.
video_14,144,152,8,objective,The pedestrian is making a stop gesture.
video_03,0,8,8,blank,A car is stopped at a stop sign.
video_03,0,8,8,determine,The pedestrian is waving their hand.
video_03,0,8,8,body,"The pedestrian is standing on the side of the road, wearing a high-visibility vest. The person appears to be stationary and not in motion."
video_03,0,8,8,context,The pedestrian is making a stop gesture.
video_03,0,8,8,objective,The pedestrian is making a stop gesture.
video_03,144,152,8,blank,A car is driving down the road and a person in an orange vest waves them on.
video_03,144,152,8,determine,The pedestrian is making a stop sign with his hand.
video_03,144,152,8,body,"The pedestrian, dressed in a green jacket and black pants with short hair, stands on the side of the road before walking steadily towards the right. A yellow safety vest adds visibility as they move away from the camera's perspective."
video_03,144,152,8,context,The pedestrian is making a stop gesture.
video_03,144,152,8,objective,The pedestrian is making a stop gesture.
video_15,0,8,8,blank,A car is driving down a road.
video_15,0,8,8,determine,The pedestrian is crossing the street.
video_15,0,8,8,body,"The pedestrian is wearing a yellow jacket and black pants, standing still on the sidewalk before crossing the street. Their movements are deliberate as they walk across from left to right in front of the white truck at the intersection with traffic lights."
video_15,0,8,8,context,The pedestrian is making a stop gesture.
video_15,0,8,8,objective,The pedestrian is making a stop gesture.
video_15,144,152,8,blank,A police officer is directing traffic at an intersection.
video_15,144,152,8,determine,The pedestrian is crossing the street.
video_15,144,152,8,body,"The pedestrian is wearing a high-visibility vest and is walking across the street. The person's body posture indicates they are moving forward, with their arms swinging naturally as they walk."
video_15,144,152,8,context,The pedestrian is making a stop gesture.
video_15,144,152,8,objective,The pedestrian is making a stop gesture.
video_15,288,296,8,blank,A man in a yellow vest is standing at an intersection.
video_15,288,296,8,determine,The pedestrian is crossing the street.
video_15,288,296,8,body,"The pedestrian is wearing a yellow safety vest and black pants, standing still in the middle of the crosswalk."
video_15,288,296,8,context,The pedestrian is making a stop gesture.
video_15,288,296,8,objective,The pedestrian is making a stop gesture.
video_15,432,440,8,blank,"A police officer is standing in the middle of a crosswalk, directing traffic."
video_15,432,440,8,determine,The pedestrian is waving their hand.
video_15,432,440,8,body,"The pedestrian is a man wearing a yellow safety vest. He is standing on the sidewalk, facing the street. His body posture suggests he is waiting to cross the road."
video_15,432,440,8,context,The pedestrian is making a stop gesture.
video_15,432,440,8,objective,The pedestrian is making a stop gesture.
video_15,576,584,8,blank,"A man in a yellow vest is standing at an intersection, directing traffic."
video_15,576,584,8,determine,The pedestrian is crossing the street.
video_15,576,584,8,body,"The pedestrian is a man wearing a yellow safety vest. He is standing on the sidewalk, facing the street. His body posture suggests he is waiting to cross the road. There are no visible movements from him in this frame."
video_15,576,584,8,context,The pedestrian is making a stop gesture.
video_15,576,584,8,objective,The pedestrian is making a stop gesture.
video_15,720,728,8,blank,A man in a yellow vest is directing traffic at an intersection.
video_15,720,728,8,determine,The pedestrian is crossing the street.
video_15,720,728,8,body,"The pedestrian is a man wearing a yellow safety vest. He is standing on the side of the road, facing the traffic light. His body posture suggests he is waiting for the signal to change before crossing the street."
video_15,720,728,8,context,The pedestrian is making a stop gesture.
video_15,720,728,8,objective,The pedestrian is making a stop gesture.
video_15,864,872,8,blank,A man in a yellow vest is directing traffic at an intersection.
video_15,864,872,8,determine,The pedestrian is waving his hand.
video_15,864,872,8,body,"The pedestrian is wearing a yellow safety vest and black pants, standing on the sidewalk near an intersection. He walks towards the camera before turning left to cross the street, moving steadily across while looking around for traffic."
video_15,864,872,8,context,The pedestrian is making a stop gesture.
video_15,864,872,8,objective,The pedestrian is making a stop gesture.
video_15,1008,1016,8,blank,A man in a yellow vest is directing traffic at an intersection.
video_15,1008,1016,8,determine,The pedestrian is making a stop gesture.
video_15,1008,1016,8,body,"The pedestrian is a man wearing a yellow safety vest. He is standing in the middle of the crosswalk, facing the traffic light. His body posture suggests he is waiting for the signal to change before crossing the street."
video_15,1008,1016,8,context,The pedestrian is making a stop gesture.
video_15,1008,1016,8,objective,The pedestrian is making a stop gesture.
video_15,1152,1160,8,blank,A man in a yellow vest is directing traffic at an intersection.
video_15,1152,1160,8,determine,The pedestrian is making a stop gesture.
video_15,1152,1160,8,body,"The pedestrian is a man wearing a yellow safety vest. He is standing on the side of the road, facing the traffic light. His body posture indicates that he is directing traffic or pedestrians. The man's movements are minimal; he remains mostly stationary while occasionally gesturing with his arms to guide vehicles and cyclists through the intersection."
video_15,1152,1160,8,context,The pedestrian is making a stop gesture.
video_15,1152,1160,8,objective,The pedestrian is making a stop gesture.
video_15,1296,1304,8,blank,A man is directing traffic at an intersection.
video_15,1296,1304,8,determine,The pedestrian is pointing to the right.
video_15,1296,1304,8,body,"The pedestrian is wearing a black jacket and blue jeans, standing still at the crosswalk. He begins to walk across the street as the traffic light changes from red to green, moving steadily towards the other side of the road while maintaining his pace throughout the crossing."
video_15,1296,1304,8,context,The pedestrian is making a stop gesture.
video_15,1296,1304,8,objective,The pedestrian is signaling to stop.
video_13,0,8,8,blank,A car is stopped at a red light on an empty street.
video_13,0,8,8,determine,The pedestrian is standing still.
video_13,0,8,8,body,"The pedestrian is standing still on the sidewalk, facing the street. They are wearing a high-visibility vest and appear to be directing traffic or waiting for something."
video_13,0,8,8,context,The pedestrian is making a stop gesture.
video_13,0,8,8,objective,"The pedestrian is standing still, facing the road."
video_13,144,152,8,blank,A car is driving through an intersection while a man in yellow directs traffic.
video_13,144,152,8,determine,The pedestrian is standing still and not making any gestures.
video_13,144,152,8,body,"The pedestrian is standing on the side of the road, wearing a high-visibility vest. He remains stationary throughout the video, observing the traffic and waiting for his turn to cross."
video_13,144,152,8,context,The pedestrian is making a stop gesture.
video_13,144,152,8,objective,The pedestrian is making a stop gesture.
video_13,288,296,8,blank,A man in a yellow vest is directing traffic at an intersection.
video_13,288,296,8,determine,The pedestrian is waving his hand.
