video_name,frame_idx,prompt,cosine,jaccard,bleu,meteor,rouge_l,bert
man_0153,24,explain,0.23229698836803436,0.16666666666666666,0.012112802066548996,0.0880281690140845,0.13636363636363638,0.8654717803001404
man_0153,24,detail,0.5861887335777283,0.16,0.006572568057656962,0.07220216606498195,0.21621621621621623,0.8796878457069397
man_0153,32,explain,0.35296139121055603,0.10810810810810811,0.006180511164555435,0.2055266803143043,0.14782608695652172,0.8164126873016357
man_0153,32,detail,0.4457859396934509,0.16129032258064516,7.623901121318069e-05,0.0397456279809221,0.125,0.8445855975151062
man_0153,48,explain,0.27858585119247437,0.09090909090909091,0.011200254011162588,0.19358442644032922,0.1125,0.8294527530670166
man_0153,48,detail,0.5797499418258667,0.1111111111111111,0.001419737134083462,0.0663129973474801,0.20408163265306123,0.8721456527709961
man_0153,56,explain,0.44744089245796204,0.0851063829787234,0.0068954313254954,0.19721577726218098,0.15172413793103448,0.8406733274459839
man_0153,56,detail,0.5248399376869202,0.16666666666666666,0.01021044897179918,0.08982035928143713,0.2608695652173913,0.8858823180198669
man_0153,64,explain,0.481932133436203,0.07,0.006680260906762523,0.17937219730941706,0.13095238095238096,0.8413117527961731
man_0153,64,detail,0.48117145895957947,0.13793103448275862,0.00974218026112253,0.07692307692307691,0.22222222222222224,0.8824670314788818
man_0153,72,explain,0.29869720339775085,0.11842105263157894,0.010034671310745648,0.16096579476861167,0.18032786885245902,0.8489553928375244
man_0153,72,detail,0.5644879341125488,0.125,0.007960490818906344,0.06864988558352403,0.1967213114754098,0.8731085062026978
man_0153,80,explain,0.3538482189178467,0.11538461538461539,0.0039039658736532363,0.1785714285714286,0.17054263565891475,0.8578813672065735
man_0153,80,detail,0.4493016004562378,0.13793103448275862,0.0018431671493901558,0.0681198910081744,0.2127659574468085,0.8769693970680237
man_0153,88,explain,0.40096765756607056,0.05714285714285714,0.0038392947617598254,0.10174418604651163,0.09433962264150943,0.8530538082122803
man_0153,88,detail,0.41732627153396606,0.10714285714285714,0.0021116423006493556,0.053956834532374105,0.15789473684210528,0.8564021587371826
man_0153,96,explain,0.3854221999645233,0.10752688172043011,0.008315624637601899,0.12234910277324632,0.13924050632911392,0.8333630561828613
man_0153,96,detail,0.25708886981010437,0.10526315789473684,6.110926356238696e-05,0.06069711538461539,0.09375,0.8464492559432983
man_0153,104,explain,0.42998844385147095,0.05952380952380952,0.00362542090217971,0.08875739644970415,0.0909090909090909,0.8311832547187805
man_0153,104,detail,0.3028714060783386,0.09090909090909091,0.0001433929298337415,0.046511627906976744,0.1111111111111111,0.85666424036026
