video_name,frame_idx,prompt,cosine,jaccard,bleu,meteor,rouge_l,bert
man_0153,24,explain,0.46800392866134644,0.14473684210526316,0.010034671310745648,0.2587855297157623,0.19047619047619044,0.8601002097129822
man_0153,24,detail,0.4634335935115814,0.11956521739130435,0.006287995634640217,0.20435967302452318,0.13953488372093023,0.8440424203872681
man_0153,32,explain,0.3284568190574646,0.0718562874251497,0.0037406959025566085,0.13767209011264078,0.12749003984063745,0.8065052628517151
man_0153,32,detail,0.4209577441215515,0.088,0.0072110807993704595,0.1413189771197847,0.16326530612244897,0.8106924295425415
man_0153,48,explain,0.28612393140792847,0.07692307692307693,0.011499010854257702,0.1717171717171717,0.12941176470588237,0.8312863707542419
man_0153,48,detail,0.60042804479599,0.06310679611650485,0.0068571114944220605,0.17326732673267325,0.07801418439716311,0.8296071290969849
man_0153,56,explain,0.33872467279434204,0.07368421052631578,0.006364037606909632,0.18960514337733272,0.125,0.8442369699478149
man_0153,56,detail,0.5653771162033081,0.06918238993710692,0.004435513783598867,0.18737672583826434,0.1272727272727273,0.8400545716285706
man_0153,64,explain,0.363067626953125,0.07792207792207792,0.0074019459920145365,0.14248704663212436,0.11320754716981132,0.8392203450202942
man_0153,64,detail,0.5768506526947021,0.06748466257668712,0.004969413929061314,0.2066115702479339,0.1244019138755981,0.8407399654388428
man_0153,72,explain,0.2833218574523926,0.13541666666666666,0.016356669383833455,0.20229533740860603,0.1726618705035971,0.8428070545196533
man_0153,72,detail,0.39813703298568726,0.06930693069306931,0.003050887558510101,0.18025078369905956,0.09195402298850575,0.8230428695678711
man_0153,80,explain,0.26184070110321045,0.09615384615384616,0.007177078162505278,0.19310677271631718,0.12676056338028172,0.8417831659317017
man_0153,80,detail,0.3920139670372009,0.05232558139534884,0.0018235888246631107,0.17495395948434625,0.09865470852017937,0.8266823291778564
man_0153,88,explain,0.2994633913040161,0.045454545454545456,0.0064702754058617,0.18139367816091953,0.1111111111111111,0.8429448008537292
man_0153,88,detail,0.30824190378189087,0.023391812865497075,0.0013553910528874501,0.14451924923195086,0.038554216867469876,0.7989795804023743
man_0153,96,explain,0.3787532448768616,0.12631578947368421,0.003964128941571815,0.1505016722408027,0.12587412587412586,0.8313128352165222
man_0153,96,detail,0.4186718761920929,0.05625,0.0038593445020397646,0.1485884101040119,0.1095890410958904,0.8197380304336548
man_0153,104,explain,0.3910553455352783,0.06338028169014084,0.002225860794680115,0.14035087719298245,0.0707070707070707,0.8256867527961731
man_0153,104,detail,0.4600181579589844,0.09701492537313433,0.011005329003744053,0.20440518783542047,0.13043478260869565,0.8319644927978516
